mae,mse,rmse,r2,dataset,timestamp
1.179,3.835,1.958,0.813,math_random_forest,2025-09-23 10:22:19
1.179,3.835,1.958,0.813,math_random_forest,2025-09-27 15:04:47
1.179,3.835,1.958,0.813,math_random_forest,2025-09-27 17:24:56
1.179,3.835,1.958,0.813,math_random_forest,2025-09-27 17:25:29
1.179,3.835,1.958,0.813,math_random_forest,2025-09-27 17:25:35
1.179,3.835,1.958,0.813,math_random_forest,2025-09-27 18:15:37
